2007-02-27	1	0	0
2007-02-28	5	0	0
2007-03-01	4	0	0
2007-03-03	6	0	0
2007-03-04	11	0	0
2007-03-08	4	0	0
2007-03-15	1	0	0
2007-04-05	290	0	0
2007-04-07	9	0	0
2007-04-08	25	0	0
2007-04-10	18	0	0
2007-05-04	6	0	0
2007-06-06	3	0	0
2007-06-18	2	0	0
2007-08-09	7	0	0
2007-08-29	2	0	0
2007-09-10	5	0	0
2007-09-13	20	0	0
2007-09-14	10	0	0
2007-09-15	6	0	0
2007-09-21	30	0	0
2007-10-01	1	0	0
2007-10-02	107	0	0
2007-10-03	151	0	0
2007-10-10	1	0	0
2007-10-14	4	0	0
2007-10-23	29	0	0
2007-10-24	43	0	0
2007-10-28	1	0	0
2007-11-09	149	0	0
2007-11-17	103	0	0
2007-11-19	19	0	0
2007-11-21	30	0	0
2007-11-28	1	0	0
2007-12-01	5	0	0
2007-12-06	2	0	0
2007-12-17	2	0	0
2007-12-18	1	0	0
2008-01-18	5	0	0
2008-01-23	52	0	0
2008-01-24	1	0	0
2008-01-25	4	0	0
2008-01-30	1	0	0
2008-02-22	7	0	0
2008-02-24	1	0	0
2008-02-25	1	0	0
2008-03-05	10	0	0
2008-03-06	31	0	0
2008-03-07	1	0	0
2008-03-08	25	0	0
2008-03-09	2	0	0
2008-03-11	91	0	0
2008-03-12	31	0	0
2008-03-14	31	0	0
2008-03-15	64	0	0
2008-03-18	15	0	0
2008-03-19	3	0	0
2008-03-25	81	0	0
2008-03-26	2	0	0
2008-03-27	77	0	0
2008-03-28	12	0	0
2008-03-29	35	0	0
2008-03-30	19	0	0
2008-04-01	8	0	0
2008-04-02	327	0	0
2008-04-04	1	0	0
2008-04-06	31	0	0
2008-04-07	17	0	0
2008-04-08	102	0	0
2008-04-09	133	0	0
2008-04-10	338	0	0
2008-04-11	4	0	0
2008-04-13	59	0	0
2008-04-14	100	0	0
2008-04-15	47	0	0
2008-04-16	3	0	0
2008-04-18	10	0	0
2008-04-19	107	0	0
2008-04-20	13	0	0
2008-04-21	67	0	0
2008-04-22	46	0	0
2008-04-23	4	0	0
2008-04-25	25	0	0
2008-04-26	2	0	0
2008-04-27	20	0	0
2008-04-28	5	0	0
2008-04-29	17	0	0
2008-04-30	44	0	0
2008-05-01	3	0	0
2008-05-03	22	0	0
2008-05-04	7	0	0
2008-05-06	19	0	0
2008-05-07	9	0	0
2008-05-08	1	0	0
2008-05-09	100	0	0
2008-05-10	14	0	0
2008-05-11	24	0	0
2008-05-13	2	0	0
2008-05-14	169	0	0
2008-05-15	204	0	0
2008-05-16	4	0	0
2008-05-17	496	0	0
2008-05-18	168	0	0
2008-05-19	36	0	0
2008-05-20	24	0	0
2008-05-21	15	0	0
2008-05-22	14	0	0
2008-05-23	27	0	0
2008-05-24	5	0	0
2008-05-25	13	0	0
2008-05-26	132	0	0
2008-05-27	24	0	0
2008-05-28	16	0	0
2008-05-29	75	0	0
2008-05-30	6	0	0
2008-05-31	26	1	0
2008-06-01	24	0	0
2008-06-02	85	0	0
2008-06-03	10	0	0
2008-06-04	233	1	0
2008-06-05	33	0	0
2008-06-07	40	0	0
2008-06-09	131	0	0
2008-06-10	171	0	0
2008-06-11	18	0	0
2008-06-12	3375	0	0
2008-06-13	19	0	0
2008-06-14	118	0	0
2008-06-15	2	0	0
2008-06-16	144	0	0
2008-06-17	524	1	0
2008-06-18	49	0	0
2008-06-19	1	0	0
2008-06-20	3	0	0
2008-06-21	80	1	0
2008-06-22	56	3	0
2008-06-23	360	0	0
2008-06-24	417	2	0
2008-06-25	105	1	0
2008-06-26	578	3	0
2008-06-27	300	0	0
2008-06-28	351	1	0
2008-06-29	1662	79	0
2008-06-30	65	0	0
2008-07-01	800	4	0
2008-07-02	174	1	0
2008-07-03	72	0	0
2008-07-04	27	0	0
2008-07-06	12	0	0
2008-07-07	15	3	0
2008-07-08	235	0	0
2008-07-09	18	0	0
2008-07-10	2	0	0
2008-07-11	197	3	0
2008-07-12	2	0	0
2008-07-13	64	0	0
2008-07-15	4	0	0
2008-07-16	2	1	0
2008-07-17	5	0	0
2008-07-18	2	0	0
2008-07-19	24	4	0
2008-07-20	2	0	0
2008-07-21	13	0	0
2008-07-22	202	0	0
2008-07-23	20	0	0
2008-07-24	10	0	0
2008-07-25	54	0	0
2008-07-26	13	0	0
2008-07-27	4	0	0
2008-07-28	147	0	0
2008-07-29	3	0	0
2008-07-30	32	0	0
2008-07-31	18	0	0
2008-08-01	7	0	0
2008-08-02	3	0	0
2008-08-03	154	2	0
2008-08-04	107	0	0
2008-08-05	52	5	0
2008-08-06	47	0	0
2008-08-07	117	0	0
2008-08-08	163	0	0
2008-08-09	14	1	0
2008-08-11	247	0	0
2008-08-12	46	0	0
2008-08-14	118	0	0
2008-08-16	27	1	0
2008-08-17	5	0	0
2008-08-18	115	0	0
2008-08-19	22	0	0
2008-08-20	436	0	0
2008-08-21	3	0	0
2008-08-23	1	0	0
2008-08-24	107	0	0
2008-08-25	190	1	0
2008-08-26	11	0	0
2008-08-27	51	0	0
2008-08-28	6	1	0
2008-08-29	61	0	0
2008-08-30	252	0	0
2008-08-31	294	0	0
2008-09-01	1	0	0
2008-09-02	2620	6	0
2008-09-03	265	1	0
2008-09-04	11	4	0
2008-09-05	787	0	0
2008-09-06	63	0	0
2008-09-07	171	0	0
2008-09-08	176	0	0
2008-09-09	8	0	0
2008-09-10	23	0	0
2008-09-11	125	0	0
2008-09-12	64	0	0
2008-09-15	3349	18	0
2008-09-16	276	0	0
2008-09-17	37	0	0
2008-09-18	1	0	0
2008-09-19	37	0	0
2008-09-20	156	0	0
2008-09-21	21	0	0
2008-09-22	1	0	0
2008-09-23	10	0	0
2008-09-24	113	0	0
2008-09-26	55	0	0
2008-09-28	20	2	0
2008-09-29	52	0	0
2008-10-01	42	1	0
2008-10-02	42	0	0
2008-10-04	317	1	0
2008-10-05	25	0	0
2008-10-06	18	1	0
2008-10-08	67	7	0
2008-10-10	2	0	0
2008-10-13	273	4	0
2008-10-14	101	7	0
2008-10-15	1	0	0
2008-10-16	26	0	0
2008-10-17	18	0	0
2008-10-18	5	0	0
2008-10-19	90	0	0
2008-10-20	15	0	0
2008-10-21	57	0	0
2008-10-22	15	0	0
2008-10-24	5	0	0
2008-10-25	2	0	0
2008-10-26	1	0	0
2008-10-28	9	1	0
2008-10-29	9	0	0
2008-10-30	20	1	0
2008-10-31	5	0	0
2008-11-02	36	1	0
2008-11-03	46	4	0
2008-11-04	9	0	0
2008-11-05	51	0	0
2008-11-06	49	0	0
2008-11-07	90	1	0
2008-11-08	1902	0	0
2008-11-09	8	1	0
2008-11-10	69	0	0
2008-11-12	6	0	0
2008-11-13	6	0	0
2008-11-16	48	0	0
2008-11-17	36	0	0
2008-11-18	6	0	0
2008-11-19	30	0	0
2008-11-20	91	0	0
2008-11-21	93	0	0
2008-11-22	77	0	0
2008-11-24	673	0	0
2008-11-25	148	0	0
2008-11-26	275	0	0
2008-11-27	1	0	0
2008-11-28	2	0	0
2008-11-29	2	0	0
2008-11-30	901	3	0
2008-12-01	11	0	0
2008-12-02	20	0	0
2008-12-03	77	0	0
2008-12-06	69	0	0
2008-12-07	41	0	0
2008-12-08	79	0	0
2008-12-10	11	0	0
2008-12-11	13	0	0
2008-12-12	63	0	0
2008-12-13	328	0	0
2008-12-14	120	1	0
2008-12-15	68	1	0
2008-12-17	52	0	0
2008-12-18	184	0	0
2008-12-19	248	0	0
2008-12-21	220	0	0
2008-12-22	29	1	0
2008-12-23	131	4	0
2008-12-24	2	0	0
2008-12-25	15	0	0
2008-12-26	404	8	0
2008-12-27	19	0	0
2008-12-28	296	0	0
2008-12-29	29	0	0
2008-12-30	181	0	0
2008-12-31	291	0	0
2009-01-01	145	0	0
2009-01-02	12	1	0
2009-01-03	143	2	0
2009-01-04	894	0	0
2009-01-05	52	1	0
2009-01-06	62	0	0
2009-01-08	893	0	0
2009-01-09	42	2	0
2009-01-10	64	2	0
2009-01-11	24	0	0
2009-01-12	26	0	0
2009-01-13	5	0	0
2009-01-15	69	0	0
2009-01-16	183	7	0
2009-01-17	186	1	0
2009-01-18	4	1	0
2009-01-19	205	4	0
2009-01-20	19	3	0
2009-01-21	52	0	0
2009-01-22	25	0	0
2009-01-23	10	0	0
2009-01-24	3	0	0
2009-01-25	139	8	0
2009-01-26	396	0	0
2009-01-27	447	1	0
2009-01-28	70	0	0
2009-01-29	119	0	0
2009-01-30	23	0	0
2009-01-31	11413	1	0
2009-02-01	43289	285	0
2009-02-02	1679	0	0
2009-02-03	16	0	0
2009-02-04	9	0	0
2009-02-05	213	0	0
2009-02-07	10	4	0
2009-02-08	22	0	0
2009-02-09	52	0	0
2009-02-10	139	1	0
2009-02-11	65	0	0
2009-02-12	27	3	0
2009-02-13	100	1	0
2009-02-14	304	1	0
2009-02-15	134	0	0
2009-02-16	166	0	0
2009-02-17	235	0	0
2009-02-18	63	2	0
2009-02-19	223	0	0
2009-02-20	109	0	0
2009-02-21	178	1	0
2009-02-22	165	0	0
2009-02-23	97	0	0
2009-02-24	61	2	0
2009-02-25	164	2	0
2009-02-26	43	0	0
2009-02-27	40	0	0
2009-02-28	297	0	0
2009-03-01	478	7	0
2009-03-02	177	5	0
2009-03-03	545	2	0
2009-03-04	189	2	0
2009-03-05	82	0	0
2009-03-06	222	13	0
2009-03-07	308	0	0
2009-03-08	621	0	0
2009-03-09	45	0	0
2009-03-10	222	2	0
2009-03-11	628	1	0
2009-03-12	147	0	0
2009-03-13	25	0	0
2009-03-14	70	0	0
2009-03-15	24	0	0
2009-03-16	30	15	0
2009-03-17	41	19	0
2009-03-18	43	0	0
2009-03-19	15	12	0
2009-03-20	32	0	0
2009-03-21	103	0	0
2009-03-22	10	0	0
2009-03-23	74	5	0
2009-03-24	77	0	0
2009-03-25	1	0	0
2009-03-26	322	14	0
2009-03-27	63	1	0
2009-03-28	34	0	0
2009-03-29	45	7	0
2009-03-30	191	2	0
2009-03-31	8	0	0
2009-04-01	162	4	0
2009-04-02	281	3	0
2009-04-03	3	0	0
2009-04-04	147	0	0
2009-04-05	209	0	0
2009-04-06	476	0	0
2009-04-07	123	0	0
2009-04-08	93	0	0
2009-04-09	326	30	0
2009-04-10	588	2	0
2009-04-11	650	61	0
2009-04-12	513	0	0
2009-04-13	390	1	0
2009-04-14	233	1	0
2009-04-15	50	0	0
2009-04-16	12	0	0
2009-04-17	30	0	0
2009-04-21	40	1	0
2009-04-22	930	13	0
2009-04-23	33	3	0
2009-04-24	94	2	0
2009-04-25	763	13	0
2009-04-26	483	1	0
2009-04-27	506	40	0
2009-04-28	149	2	0
2009-04-29	112	3	0
2009-04-30	553	28	0
2009-05-01	115	17	0
2009-05-02	56	18	0
2009-05-03	331	15	0
2009-05-04	22	1	0
2009-05-05	75	4	0
2009-05-06	282	0	0
2009-05-07	122	7	0
2009-05-08	258	6	0
2009-05-09	241	4	0
2009-05-10	119	1	0
2009-05-11	86	3	0
2009-05-12	485	12	0
2009-05-13	35	2	0
2009-05-14	56	2	0
2009-05-15	201	4	0
2009-05-16	211	0	0
2009-05-17	416	6	0
2009-05-18	397	6	0
2009-05-19	340	2	0
2009-05-20	164	0	0
2009-05-21	282	8	0
2009-05-22	459	0	0
2009-05-23	143	5	0
2009-05-24	285	9	0
2009-05-25	275	5	0
2009-05-26	114	3	0
2009-05-27	138	0	0
2009-05-28	89	5	0
2009-05-29	150	1	0
2009-05-30	294	19	0
2009-05-31	230	4	0
2009-06-01	29	0	0
2009-06-02	121	6	0
2009-06-03	160	2	0
2009-06-04	152	4	0
2009-06-05	258	6	0
